Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification
3 Series,2022,Africa,Silver,Diesel,Automatic,3.6,116315,86037,Low
i8,2017,South America,Grey,Hybrid,Manual,4.0,51687,114824,Low
7 Series,2015,North America,Silver,Petrol,Automatic,2.9,83665,69640,Low
X6,2019,Africa,Grey,Diesel,Manual,2.4,23034,93783,Low
X3,2011,Europe,Black,Hybrid,Manual,3.9,198777,95693,Low
M3,2015,North America,Red,Petrol,Automatic,3.6,177319,70881,Low
5 Series,2023,South America,White,Hybrid,Manual,1.8,126220,108231,Low
5 Series,2010,North America,Black,Hybrid,Manual,3.8,147428,110800,Low
3 Series,2010,South America,Blue,Hybrid,Automatic,3.2,121788,35192,Low
X6,2020,Middle East,Red,Diesel,Automatic,4.1,135850,108679,High
5 Series,2012,Europe,White,Diesel,Manual,2.2,48182,93377,Low
X6,2012,Europe,Grey,Petrol,Manual,2.4,133607,73372,Low
7 Series,2020,Africa,Grey,Petrol,Automatic,3.4,157106,59532,Low
X5,2022,Asia,Silver,Hybrid,Manual,3.2,177238,56732,High
3 Series,2014,Asia,Silver,Electric,Automatic,2.9,131702,40034,Low
3 Series,2010,Middle East,Blue,Hybrid,Automatic,4.1,168850,67485,High
i8,2019,North America,Black,Hybrid,Automatic,3.5,110645,62218,High
X6,2015,Asia,Silver,Petrol,Manual,4.0,13334,112299,Low
X1,2016,Africa,Grey,Petrol,Manual,2.0,19261,31164,High
X3,2019,Europe,Grey,Electric,Manual,4.1,33192,84797,Low
X6,2021,Africa,Grey,Hybrid,Automatic,3.1,35070,32926,Low
X1,2022,South America,Red,Electric,Automatic,1.6,157579,37391,Low
X5,2020,North America,Grey,Electric,Automatic,2.3,63203,88334,Low
X1,2012,Asia,White,Electric,Automatic,1.6,55427,48457,High
X3,2013,Middle East,Black,Hybrid,Automatic,3.1,35851,65898,Low
5 Series,2019,Europe,Black,Electric,Automatic,2.6,180237,101399,Low
X3,2020,Europe,Silver,Electric,Automatic,5.0,183311,56611,High
i3,2019,Asia,Black,Electric,Automatic,4.5,3060,104343,Low
X1,2023,Middle East,Grey,Electric,Manual,4.4,33884,40132,Low
X1,2021,Asia,Blue,Electric,Manual,3.3,34187,62908,High
3 Series,2024,Europe,Blue,Petrol,Manual,4.3,110862,94143,High
X1,2019,Europe,White,Petrol,Manual,2.4,118784,115055,High
M3,2023,Africa,Blue,Electric,Manual,3.5,160539,110793,Low
X6,2019,Asia,Blue,Hybrid,Manual,2.9,139015,63438,High
7 Series,2019,Africa,Silver,Diesel,Manual,2.1,81247,115098,High
M5,2012,Middle East,White,Hybrid,Automatic,1.8,102263,87365,Low
5 Series,2010,Europe,White,Diesel,Automatic,3.5,132696,75407,Low
M5,2017,North America,Silver,Electric,Manual,1.8,14411,50651,Low
X6,2022,Middle East,Grey,Hybrid,Automatic,4.0,146107,115343,Low
5 Series,2019,Africa,White,Petrol,Manual,4.7,132229,76617,Low
i3,2019,Europe,White,Electric,Automatic,2.1,186364,72974,Low
3 Series,2011,Asia,Red,Petrol,Manual,3.1,103102,70696,Low
X5,2010,Middle East,Black,Diesel,Manual,4.1,128222,43504,High
3 Series,2023,Asia,Blue,Electric,Manual,2.5,9210,107960,Low
X5,2017,Middle East,Black,Petrol,Automatic,4.7,66056,89825,High
5 Series,2016,South America,Grey,Hybrid,Automatic,4.6,19763,114871,Low
5 Series,2016,Middle East,Grey,Petrol,Manual,1.9,2520,104318,Low
X3,2013,North America,Red,Electric,Manual,1.6,81619,102267,High
M3,2020,Middle East,White,Electric,Manual,4.9,182245,94941,Low
3 Series,2018,Africa,Red,Diesel,Automatic,4.8,37966,82411,Low
X3,2015,Africa,White,Petrol,Automatic,3.0,36661,65986,Low
i3,2011,Middle East,White,Diesel,Automatic,1.7,108195,90783,High
7 Series,2023,Asia,Blue,Diesel,Automatic,3.7,169369,82089,Low
5 Series,2010,Europe,Silver,Petrol,Automatic,2.5,41828,91710,High
X1,2010,South America,Silver,Diesel,Manual,4.8,166896,118401,Low
5 Series,2018,Africa,Black,Petrol,Automatic,4.3,116392,92188,Low
M5,2013,Asia,Black,Electric,Automatic,3.8,6666,92251,High
X5,2014,South America,Silver,Hybrid,Manual,2.5,153638,102822,High
3 Series,2012,South America,White,Hybrid,Manual,4.0,172820,54742,High
5 Series,2013,Africa,White,Diesel,Manual,2.5,65140,72089,Low
i8,2021,Asia,Black,Diesel,Manual,1.6,64650,72293,High
X5,2017,Africa,Red,Electric,Manual,3.3,70445,53036,Low
X6,2022,Europe,White,Electric,Automatic,3.2,132510,80095,High
X1,2013,Asia,Red,Petrol,Automatic,4.2,151114,108152,Low
X1,2018,Middle East,Blue,Petrol,Automatic,4.5,18028,41293,High
M5,2018,Middle East,Red,Electric,Manual,2.7,188498,83060,High
7 Series,2015,South America,Blue,Petrol,Automatic,3.1,105951,38527,High
5 Series,2011,North America,Black,Petrol,Manual,3.1,37081,85646,Low
i8,2021,North America,Red,Diesel,Manual,2.6,158445,100105,Low
M3,2019,Europe,Black,Petrol,Automatic,4.1,47076,99466,Low
i8,2020,North America,Black,Diesel,Automatic,3.3,95402,76759,High
X6,2016,Africa,Black,Diesel,Automatic,4.7,166772,90703,Low
X3,2018,Europe,White,Hybrid,Automatic,3.8,123425,99404,Low
M5,2015,South America,Grey,Petrol,Automatic,2.2,27919,110099,High
X6,2012,Europe,Blue,Petrol,Automatic,2.1,191200,102616,Low
7 Series,2023,Europe,Black,Diesel,Automatic,2.8,141539,32399,Low
X1,2024,Middle East,Grey,Electric,Manual,2.7,72022,100794,Low
X6,2016,South America,White,Hybrid,Manual,2.9,181046,79767,High
X5,2014,Asia,Black,Electric,Automatic,2.1,34940,82395,Low
i3,2010,South America,Blue,Hybrid,Automatic,4.9,166191,53772,Low
M3,2012,Africa,Blue,Diesel,Manual,2.0,120808,47569,Low
7 Series,2014,North America,Black,Petrol,Manual,3.8,58627,63998,Low
7 Series,2016,Middle East,Silver,Electric,Manual,1.5,50235,46086,Low
X6,2012,Middle East,Grey,Diesel,Manual,2.9,2514,38737,Low
X5,2015,Middle East,Grey,Hybrid,Manual,2.6,12073,77131,High
M3,2014,Middle East,Red,Electric,Automatic,2.8,149993,53227,High
7 Series,2022,South America,Blue,Hybrid,Automatic,3.2,84533,79717,Low
3 Series,2010,Asia,Black,Hybrid,Automatic,3.6,76467,45898,Low
X6,2019,Asia,Red,Petrol,Automatic,3.5,8612,41949,Low
i3,2015,South America,Black,Petrol,Manual,3.7,2925,55557,Low
X3,2023,Africa,Silver,Hybrid,Automatic,4.5,161609,66999,Low
M3,2017,Asia,Blue,Hybrid,Manual,4.6,147490,57676,Low
X3,2022,Africa,Black,Diesel,Manual,4.1,78845,119080,High
M3,2022,Europe,Grey,Hybrid,Automatic,1.8,74166,94543,High
5 Series,2010,South America,Grey,Petrol,Manual,4.9,171160,80560,High
i3,2011,South America,Black,Diesel,Automatic,4.8,166759,95346,High
X5,2023,Middle East,Grey,Electric,Manual,4.0,176494,96361,Low
5 Series,2024,Europe,White,Electric,Automatic,3.3,110957,101032,Low
3 Series,2013,Africa,Blue,Hybrid,Automatic,2.4,179714,70497,Low
i3,2021,South America,Grey,Hybrid,Manual,4.1,5140,92982,Low
X5,2011,Middle East,White,Petrol,Manual,4.6,57312,37001,High
M5,2020,Middle East,White,Petrol,Automatic,3.8,145062,58378,Low
X5,2018,Africa,Blue,Petrol,Manual,3.7,129946,55746,Low
M3,2019,Africa,Black,Hybrid,Automatic,2.2,37645,79593,Low
M5,2017,South America,Silver,Diesel,Automatic,2.8,150819,84379,Low
7 Series,2017,North America,Blue,Electric,Manual,4.0,91368,116042,Low
X5,2013,Africa,Black,Electric,Manual,1.6,64151,61780,High
7 Series,2014,Asia,Blue,Petrol,Automatic,3.7,64905,111997,High
i8,2013,Africa,Silver,Hybrid,Manual,4.2,46174,93495,Low
3 Series,2022,Asia,Black,Petrol,Automatic,2.7,180070,33557,Low
M5,2018,Europe,Red,Petrol,Automatic,1.8,131566,105745,Low
M3,2022,North America,Silver,Diesel,Automatic,4.4,97947,106230,High
X6,2011,North America,Blue,Electric,Manual,2.0,153411,37381,High
5 Series,2022,Middle East,Grey,Diesel,Automatic,2.8,184049,92723,High
5 Series,2020,Africa,Blue,Petrol,Manual,4.0,13743,44272,Low
i8,2017,Middle East,Red,Diesel,Automatic,4.4,103954,30927,High
i8,2011,South America,Blue,Diesel,Automatic,4.5,17639,64153,Low
X6,2010,North America,Grey,Electric,Manual,3.4,138639,31000,High
i8,2019,South America,White,Hybrid,Automatic,3.2,124997,93230,Low
7 Series,2012,North America,Red,Diesel,Automatic,4.5,10674,86849,High
X1,2018,Africa,Silver,Electric,Automatic,3.5,154953,84970,High
3 Series,2021,South America,Black,Diesel,Manual,3.5,196026,70893,Low
i8,2012,Asia,Red,Electric,Manual,3.0,197391,65022,Low
M5,2018,North America,White,Electric,Automatic,2.8,109313,30127,Low
X6,2016,Europe,Grey,Diesel,Automatic,3.2,122567,58555,High
7 Series,2022,South America,Red,Electric,Automatic,2.8,43686,119052,Low
7 Series,2019,Middle East,Blue,Hybrid,Automatic,2.7,97092,119751,Low
3 Series,2010,Middle East,Silver,Hybrid,Automatic,5.0,51421,40790,Low
i3,2019,Asia,Grey,Diesel,Automatic,2.7,165895,48781,Low
X1,2014,Middle East,Silver,Electric,Automatic,2.4,46172,30712,Low
X6,2018,Europe,Silver,Diesel,Manual,2.7,4610,83889,Low
3 Series,2021,South America,Silver,Petrol,Automatic,3.6,32588,95802,Low
i8,2024,South America,White,Diesel,Manual,4.7,130842,38182,High
X3,2024,South America,Grey,Hybrid,Automatic,4.3,185778,75254,Low
X1,2012,North America,Red,Diesel,Manual,4.4,107964,84838,Low
M3,2018,Africa,Red,Hybrid,Automatic,4.5,150311,49351,Low
M3,2014,Europe,Grey,Diesel,Manual,4.7,150277,81958,Low
X6,2018,Asia,Black,Petrol,Manual,2.3,35430,82231,Low
5 Series,2019,North America,Silver,Diesel,Manual,3.1,154766,80280,Low
3 Series,2015,North America,Silver,Petrol,Manual,2.8,134829,56840,High
M3,2018,North America,Red,Hybrid,Manual,2.8,54650,67809,Low
M3,2016,Asia,Silver,Electric,Manual,3.8,174183,102644,Low
X3,2016,North America,Red,Diesel,Automatic,2.9,116858,55855,Low
7 Series,2017,Asia,Red,Hybrid,Manual,3.7,135127,40776,Low
3 Series,2016,North America,White,Diesel,Manual,2.8,21302,102195,Low
X3,2021,North America,Black,Diesel,Manual,2.6,140162,114486,Low
3 Series,2018,Middle East,Silver,Petrol,Manual,2.7,166319,79002,Low
M3,2020,Asia,Silver,Hybrid,Automatic,4.3,8930,34395,Low
i8,2018,North America,White,Diesel,Manual,3.6,185740,44101,Low
X1,2015,South America,Silver,Petrol,Manual,4.9,63994,115975,Low
3 Series,2016,Asia,White,Petrol,Manual,4.4,189567,70761,Low
3 Series,2011,Europe,Red,Electric,Automatic,3.2,109241,77120,Low
X1,2024,Africa,Silver,Hybrid,Automatic,2.3,108073,105911,High
M3,2018,Asia,Black,Hybrid,Manual,3.9,69881,35048,High
7 Series,2021,South America,White,Petrol,Manual,4.0,105870,113497,High
M3,2022,Asia,White,Electric,Manual,3.1,179609,99033,Low
i3,2010,Asia,Red,Diesel,Manual,2.3,29323,106021,Low
i3,2010,North America,Red,Petrol,Manual,3.5,199419,106487,Low
X5,2012,Africa,Blue,Diesel,Automatic,2.4,60120,43531,Low
M5,2021,South America,Grey,Diesel,Automatic,4.8,55954,42948,Low
i8,2015,Europe,Grey,Diesel,Manual,3.7,168392,58266,High
i8,2014,Africa,Blue,Petrol,Manual,2.5,78946,44659,Low
X1,2024,South America,Silver,Hybrid,Automatic,2.3,53676,64466,Low
7 Series,2011,Africa,Blue,Electric,Manual,4.0,61731,115075,Low
5 Series,2018,Africa,Blue,Electric,Manual,4.0,31876,80696,Low
X1,2023,North America,Blue,Petrol,Manual,3.6,190440,108207,Low
X3,2022,Asia,Silver,Electric,Manual,3.7,37969,36638,High
X6,2019,North America,Red,Petrol,Manual,3.6,55977,61773,Low
M5,2023,South America,Black,Electric,Automatic,2.8,90487,91357,Low
M3,2013,Middle East,Grey,Hybrid,Automatic,4.8,161074,34669,High
X3,2013,Middle East,White,Diesel,Manual,3.2,97742,63204,Low
M5,2014,Europe,Grey,Hybrid,Manual,1.6,54488,93408,Low
X6,2024,Europe,Grey,Hybrid,Automatic,2.7,454,49456,Low
X1,2017,Africa,Black,Hybrid,Automatic,2.0,113941,54268,Low
i3,2019,Asia,Silver,Hybrid,Automatic,2.8,32983,117441,Low
i3,2013,North America,Red,Electric,Automatic,3.6,67618,55348,Low
X6,2014,Europe,Grey,Hybrid,Automatic,1.6,199578,88489,Low
X5,2021,North America,Silver,Electric,Automatic,4.5,50561,113067,High
i8,2013,Europe,Red,Petrol,Automatic,3.6,131786,105265,Low
X1,2023,Europe,Blue,Diesel,Automatic,2.5,146044,66069,Low
i8,2015,Africa,Red,Hybrid,Automatic,2.6,146030,81106,Low
X5,2021,North America,White,Electric,Manual,3.1,196946,51200,Low
7 Series,2012,North America,Grey,Diesel,Manual,2.4,10953,88376,High
X3,2017,Africa,Silver,Electric,Automatic,1.5,169198,107662,Low
7 Series,2015,Middle East,Red,Electric,Manual,1.6,64478,89718,Low
i3,2019,Middle East,Red,Electric,Manual,2.8,53056,43071,Low
i3,2014,Europe,Grey,Petrol,Manual,1.9,15651,33741,High
i3,2022,Africa,Grey,Electric,Automatic,1.6,17296,56375,High
5 Series,2024,Asia,Blue,Diesel,Automatic,4.5,93099,118494,Low
M3,2011,North America,Grey,Diesel,Automatic,2.5,15665,89223,Low
5 Series,2019,North America,Silver,Electric,Automatic,3.3,43797,57660,Low
X3,2019,North America,Red,Hybrid,Manual,2.1,89521,89150,Low
3 Series,2016,Europe,Silver,Diesel,Manual,1.7,38468,85924,High
5 Series,2011,Asia,Black,Hybrid,Automatic,4.1,38146,78426,Low
X6,2010,Africa,Grey,Electric,Automatic,1.9,94800,85456,Low
5 Series,2016,North America,Grey,Hybrid,Automatic,1.6,43504,94923,High
3 Series,2014,Africa,White,Petrol,Automatic,3.6,184629,69130,Low
X1,2010,Europe,Red,Electric,Manual,1.5,5141,94980,Low
X1,2024,North America,Black,Electric,Automatic,3.0,50138,99390,High
X3,2013,Africa,White,Electric,Manual,2.5,74784,64746,Low
X1,2021,Europe,Grey,Hybrid,Automatic,2.6,178580,113078,High
5 Series,2022,Asia,Grey,Electric,Automatic,1.5,71808,32077,Low
3 Series,2013,Asia,White,Diesel,Automatic,4.9,32424,44861,Low
7 Series,2019,Europe,Grey,Diesel,Automatic,3.3,81029,86655,High
X6,2016,South America,Red,Petrol,Automatic,3.5,164299,58469,Low
M3,2018,North America,Red,Electric,Automatic,3.8,137068,45762,Low
5 Series,2011,Middle East,White,Petrol,Automatic,4.3,100339,60839,Low
7 Series,2021,Africa,Black,Hybrid,Manual,3.6,37881,35779,High
X5,2023,North America,White,Diesel,Manual,4.2,153611,76903,High
7 Series,2010,Africa,Grey,Diesel,Manual,3.1,108649,47035,Low
7 Series,2011,North America,Grey,Diesel,Manual,2.8,13487,36701,Low
X6,2016,Middle East,Red,Petrol,Manual,4.4,171193,75624,Low
7 Series,2022,North America,Red,Petrol,Manual,4.5,184944,38027,Low
7 Series,2019,Europe,White,Hybrid,Manual,2.0,89900,98529,Low
M3,2015,South America,Red,Electric,Manual,3.4,7316,66882,High
X6,2013,Middle East,Red,Electric,Manual,3.9,23414,62908,Low
X3,2010,Middle East,Grey,Hybrid,Manual,1.8,28776,88327,Low
M3,2022,Europe,Grey,Diesel,Automatic,4.8,66808,42311,Low
i3,2010,Asia,Black,Electric,Manual,3.3,159033,110730,Low
7 Series,2014,Middle East,Red,Hybrid,Manual,3.8,68583,49049,Low
i3,2024,Asia,Grey,Petrol,Manual,2.1,74801,34562,High
X5,2010,Europe,Black,Electric,Automatic,2.4,193887,81698,High
X3,2021,Middle East,White,Electric,Manual,1.9,6144,64329,Low
i8,2024,South America,Grey,Electric,Manual,2.4,145951,109694,Low
M5,2016,Middle East,Blue,Hybrid,Manual,3.2,54466,39335,Low
5 Series,2022,South America,Blue,Hybrid,Automatic,4.4,112736,68224,Low
X6,2020,Europe,Black,Electric,Manual,3.4,119319,64116,High
X5,2010,North America,Red,Electric,Manual,2.4,124050,58139,High
5 Series,2010,Middle East,Blue,Diesel,Automatic,1.7,150623,111624,High
7 Series,2011,Europe,Blue,Petrol,Automatic,3.7,141739,71014,Low
M5,2022,Middle East,White,Petrol,Manual,3.0,196816,54633,High
M3,2023,Africa,Grey,Electric,Manual,4.9,174091,30744,Low
7 Series,2020,Asia,Silver,Petrol,Manual,4.2,97953,38459,Low
3 Series,2021,Africa,Black,Petrol,Automatic,4.3,98406,48854,Low
X6,2019,North America,Blue,Hybrid,Automatic,1.5,194625,83109,High
X1,2012,Asia,White,Electric,Manual,4.2,40339,60550,Low
i8,2022,Asia,White,Diesel,Manual,2.2,138195,110311,Low
i3,2020,North America,Silver,Hybrid,Automatic,3.6,126647,57966,Low
X3,2024,Europe,Grey,Hybrid,Manual,3.1,81326,45441,Low
5 Series,2010,Asia,Grey,Diesel,Automatic,3.5,16694,89841,High
i3,2024,South America,Silver,Diesel,Manual,2.0,111672,59976,Low
X1,2018,Africa,White,Diesel,Manual,3.1,51506,66145,High
X5,2019,Europe,White,Diesel,Manual,1.6,11839,81943,Low
X3,2017,North America,White,Diesel,Manual,1.6,8543,46004,Low
X3,2014,Europe,Blue,Diesel,Manual,3.8,59481,65967,High
3 Series,2022,Africa,White,Electric,Manual,4.8,194178,48876,Low
X5,2020,Europe,Silver,Electric,Manual,4.2,81096,53676,High
3 Series,2011,Middle East,Grey,Diesel,Automatic,3.1,34052,35228,High
M3,2014,North America,Red,Petrol,Automatic,1.7,138440,66249,Low
X1,2015,Asia,White,Electric,Automatic,1.7,175030,78505,Low
M5,2023,South America,Blue,Electric,Automatic,2.1,179693,51232,Low
5 Series,2024,North America,Silver,Hybrid,Automatic,4.9,78177,110946,Low
X3,2010,Africa,Black,Diesel,Automatic,2.9,129561,99206,Low
X5,2020,South America,Black,Electric,Manual,4.5,157690,79282,Low
M5,2013,Middle East,Grey,Hybrid,Manual,4.0,190718,65335,Low
3 Series,2018,Middle East,Blue,Petrol,Automatic,3.6,167733,101392,High
M5,2011,Africa,Grey,Diesel,Manual,4.8,26722,58089,Low
7 Series,2014,Europe,Black,Hybrid,Automatic,2.3,74618,57819,Low
X5,2010,South America,Grey,Hybrid,Automatic,3.1,43980,31585,Low
3 Series,2013,North America,Silver,Hybrid,Automatic,4.5,9063,89841,High
M5,2013,North America,Blue,Electric,Automatic,3.4,189364,33120,Low
7 Series,2015,Middle East,Red,Diesel,Automatic,2.4,9748,81602,High
X6,2019,North America,Black,Diesel,Automatic,2.2,55249,39793,Low
M5,2018,Asia,Black,Petrol,Automatic,4.1,91731,89047,Low
5 Series,2012,North America,Silver,Hybrid,Manual,1.5,16003,58099,Low
i8,2018,Africa,Blue,Petrol,Manual,4.7,147551,99263,Low
i3,2015,North America,Grey,Hybrid,Manual,1.6,6810,36118,High
M3,2016,Asia,Blue,Diesel,Automatic,3.7,191832,63790,Low
i3,2021,North America,Grey,Electric,Manual,3.6,107846,99863,Low
X5,2019,Europe,Red,Electric,Automatic,3.5,90973,34619,Low
X3,2011,North America,Silver,Petrol,Automatic,3.2,90454,65067,Low
X3,2020,Middle East,Black,Electric,Manual,4.5,185464,44692,Low
X5,2019,Middle East,Silver,Hybrid,Manual,3.8,45752,87294,Low
3 Series,2023,Middle East,Silver,Hybrid,Automatic,4.2,75232,47796,Low
X3,2015,Middle East,Grey,Petrol,Manual,1.9,169553,49976,Low
i3,2015,Africa,White,Diesel,Automatic,1.7,183578,99910,High
X1,2011,Europe,White,Diesel,Automatic,1.6,61133,79542,Low
X1,2011,Asia,Blue,Hybrid,Manual,2.0,12839,117505,Low
X6,2023,Asia,Grey,Electric,Manual,3.8,100766,106980,Low
X1,2011,Africa,White,Electric,Automatic,3.2,188137,117606,Low
X3,2019,Asia,White,Diesel,Automatic,4.1,100615,80642,Low
M3,2021,Africa,Blue,Diesel,Manual,2.2,20092,73007,Low
M5,2010,North America,Blue,Electric,Manual,2.8,962,72750,High
3 Series,2014,Asia,Silver,Petrol,Manual,4.6,162,63693,Low
5 Series,2017,Africa,Red,Petrol,Manual,4.8,14181,114333,Low
i3,2011,North America,Red,Petrol,Automatic,4.7,131402,30946,Low
i3,2022,North America,Silver,Diesel,Automatic,4.4,42739,95874,High
X6,2024,North America,Grey,Electric,Automatic,3.9,187498,38532,Low
M3,2014,Middle East,White,Petrol,Automatic,4.7,174195,55224,Low
M3,2021,Asia,Black,Petrol,Manual,4.0,192353,103374,Low
i3,2017,Middle East,Black,Petrol,Automatic,4.8,10838,117133,Low
i3,2019,Europe,Black,Petrol,Manual,1.6,144068,32394,High
M3,2023,Europe,Silver,Petrol,Automatic,4.7,140196,89476,Low
M3,2014,Middle East,Black,Diesel,Automatic,3.4,54541,82956,Low
i8,2011,Europe,Blue,Diesel,Manual,1.9,167366,69091,Low
M3,2012,Asia,Silver,Electric,Automatic,2.3,70260,60562,Low
i3,2024,North America,Silver,Electric,Automatic,4.5,72800,36585,Low
X5,2015,Europe,Grey,Hybrid,Manual,3.3,42751,71680,High
i8,2020,Asia,Blue,Hybrid,Automatic,4.9,43009,80548,Low
7 Series,2020,North America,White,Petrol,Automatic,1.9,149677,112448,Low
i3,2014,Asia,Grey,Hybrid,Manual,2.9,67588,111459,Low
X6,2020,Europe,White,Electric,Automatic,2.7,57900,115990,High
5 Series,2013,Asia,Black,Electric,Manual,3.3,76518,45902,Low
7 Series,2013,South America,Silver,Hybrid,Automatic,3.7,9212,92396,Low
X3,2014,Europe,Red,Diesel,Manual,3.8,24379,51623,High
M5,2011,Middle East,White,Diesel,Manual,1.5,57723,34856,High
X6,2018,South America,White,Hybrid,Manual,1.8,188969,95068,High
X6,2011,North America,Silver,Diesel,Automatic,1.6,18817,78895,Low
M3,2019,South America,Red,Electric,Automatic,4.5,172503,60313,High
5 Series,2011,North America,Black,Petrol,Manual,2.6,139868,68461,Low
i3,2019,South America,Red,Petrol,Automatic,2.8,82644,112021,Low
3 Series,2023,Europe,White,Diesel,Manual,3.1,91541,104299,Low
X5,2018,North America,Silver,Hybrid,Automatic,4.5,94546,33306,Low
i8,2023,North America,Blue,Petrol,Manual,1.5,114555,46258,Low
3 Series,2012,Europe,Grey,Petrol,Automatic,1.9,43660,63066,Low
X6,2024,Europe,Grey,Diesel,Manual,3.9,178365,41193,Low
i3,2019,Asia,Black,Petrol,Manual,4.9,16293,114360,High
i8,2016,South America,Grey,Diesel,Manual,3.7,9599,91024,Low
X5,2013,South America,Red,Diesel,Manual,2.4,199864,77074,Low
X6,2022,South America,Blue,Electric,Manual,3.3,92448,114438,Low
X5,2022,Asia,White,Electric,Automatic,4.9,132350,60440,High
X5,2015,Africa,Silver,Electric,Manual,3.3,198967,66074,Low
X3,2023,Asia,Red,Petrol,Automatic,2.8,185046,78954,Low
i8,2013,South America,Black,Hybrid,Manual,2.8,194474,38596,Low
5 Series,2019,Africa,Red,Electric,Manual,4.9,134203,87066,Low
i8,2024,Europe,Blue,Hybrid,Manual,4.0,11415,69676,Low
X3,2016,Africa,White,Petrol,Manual,3.9,89156,108691,High
3 Series,2010,Europe,Grey,Diesel,Automatic,2.3,111032,31602,Low
X5,2012,Africa,Silver,Petrol,Manual,3.5,63660,99573,High
X3,2022,North America,White,Electric,Automatic,2.7,161420,92755,Low
X5,2012,Asia,Black,Petrol,Manual,2.3,153759,54938,High
X6,2010,South America,Red,Hybrid,Automatic,4.6,116406,96797,High
X3,2015,South America,Blue,Diesel,Automatic,2.8,158569,69532,Low
X1,2024,Middle East,Silver,Hybrid,Automatic,2.5,118400,110638,Low
i3,2022,Africa,Silver,Electric,Manual,4.8,25918,104913,Low
X1,2020,Middle East,White,Diesel,Automatic,2.2,61100,55989,Low
X5,2023,North America,White,Electric,Manual,4.1,95317,43226,Low
M5,2018,Asia,Grey,Electric,Automatic,3.8,35524,101554,Low
5 Series,2017,Africa,Silver,Diesel,Manual,4.7,197162,48562,High
X3,2020,Middle East,Blue,Hybrid,Manual,4.4,186324,117203,Low
